model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,calibration_status,candidate_n,candidate_error_count,deferred_n,deferred_error_count,residual_n,residual_error_count,residual_has_two_classes
PACE,biosnap,seed_5,target,base,0.9,0.1,0.2,test,fitted,147,11.0,15,2.0,132,9.0,True
PACE,biosnap,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,588,55.0,118,18.0,470,37.0,True
PACE,biosnap,seed_5,target,base,0.9,0.2,0.2,test,fitted,147,11.0,29,3.0,118,8.0,True
PACE,biosnap,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,688,74.0,69,14.0,619,60.0,True
PACE,biosnap,seed_5,drug,base,0.8,0.1,0.2,test,fitted,176,19.0,18,5.0,158,14.0,True
PACE,biosnap,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,688,74.0,138,26.0,550,48.0,True
PACE,biosnap,seed_5,drug,base,0.8,0.2,0.2,test,fitted,176,19.0,35,9.0,141,10.0,True
PACE,biosnap,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,588,55.0,59,14.0,529,41.0,True
PACE,biosnap,seed_5,drug,base,0.9,0.1,0.2,test,fitted,147,11.0,15,2.0,132,9.0,True
PACE,biosnap,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,588,55.0,118,18.0,470,37.0,True
PACE,biosnap,seed_5,drug,base,0.9,0.2,0.2,test,fitted,147,11.0,29,3.0,118,8.0,True
PACE,biosnap,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,859,104.0,86,22.0,773,82.0,True
PACE,biosnap,seed_6,target,base,0.8,0.1,0.2,test,fitted,208,23.0,21,5.0,187,18.0,True
PACE,biosnap,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,859,104.0,172,43.0,687,61.0,True
PACE,biosnap,seed_6,target,base,0.8,0.2,0.2,test,fitted,208,23.0,42,10.0,166,13.0,True
PACE,biosnap,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,706,66.0,71,15.0,635,51.0,True
PACE,biosnap,seed_6,target,base,0.9,0.1,0.2,test,fitted,175,14.0,18,3.0,157,11.0,True
PACE,biosnap,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,706,66.0,141,32.0,565,34.0,True
PACE,biosnap,seed_6,target,base,0.9,0.2,0.2,test,fitted,175,14.0,35,5.0,140,9.0,True
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,859,104.0,86,19.0,773,85.0,True
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.2,test,fitted,208,23.0,21,5.0,187,18.0,True
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,859,104.0,172,45.0,687,59.0,True
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.2,test,fitted,208,23.0,42,10.0,166,13.0,True
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,706,66.0,71,13.0,635,53.0,True
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.2,test,fitted,175,14.0,18,3.0,157,11.0,True
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,706,66.0,141,31.0,565,35.0,True
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.2,test,fitted,175,14.0,35,5.0,140,9.0,True
PACE,biosnap,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,709,70.0,71,13.0,638,57.0,True
PACE,biosnap,seed_7,target,base,0.8,0.1,0.2,test,fitted,181,15.0,18,2.0,163,13.0,True
PACE,biosnap,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,709,70.0,142,27.0,567,43.0,True
PACE,biosnap,seed_7,target,base,0.8,0.2,0.2,test,fitted,181,15.0,36,7.0,145,8.0,True
PACE,biosnap,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,557,43.0,56,10.0,501,33.0,True
PACE,biosnap,seed_7,target,base,0.9,0.1,0.2,test,fitted,144,8.0,14,0.0,130,8.0,True
PACE,biosnap,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,557,43.0,111,16.0,446,27.0,True
PACE,biosnap,seed_7,target,base,0.9,0.2,0.2,test,fitted,144,8.0,29,4.0,115,4.0,True
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,709,70.0,71,14.0,638,56.0,True
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.2,test,fitted,181,15.0,18,2.0,163,13.0,True
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,709,70.0,142,26.0,567,44.0,True
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.2,test,fitted,181,15.0,36,7.0,145,8.0,True
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,557,43.0,56,9.0,501,34.0,True
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.2,test,fitted,144,8.0,14,0.0,130,8.0,True
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,557,43.0,111,16.0,446,27.0,True
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.2,test,fitted,144,8.0,29,4.0,115,4.0,True
PACE,biosnap,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,820,102.0,82,19.0,738,83.0,True
PACE,biosnap,seed_8,target,base,0.8,0.1,0.2,test,fitted,200,25.0,20,5.0,180,20.0,True
PACE,biosnap,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,820,102.0,164,40.0,656,62.0,True
PACE,biosnap,seed_8,target,base,0.8,0.2,0.2,test,fitted,200,25.0,40,12.0,160,13.0,True
PACE,biosnap,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,682,70.0,68,16.0,614,54.0,True
PACE,biosnap,seed_8,target,base,0.9,0.1,0.2,test,fitted,169,16.0,17,5.0,152,11.0,True
PACE,biosnap,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,682,70.0,136,32.0,546,38.0,True
PACE,biosnap,seed_8,target,base,0.9,0.2,0.2,test,fitted,169,16.0,34,6.0,135,10.0,True
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,820,102.0,82,20.0,738,82.0,True
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.2,test,fitted,200,25.0,20,5.0,180,20.0,True
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,820,102.0,164,39.0,656,63.0,True
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.2,test,fitted,200,25.0,40,12.0,160,13.0,True
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,682,70.0,68,16.0,614,54.0,True
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.2,test,fitted,169,16.0,17,5.0,152,11.0,True
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,682,70.0,136,33.0,546,37.0,True
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.2,test,fitted,169,16.0,34,6.0,135,10.0,True
